entrez	target gene	target probe	source probe	Score
100379345	MIR181A2HG	232478_at	207072_at	0.325501
55103	RALGPS2	227224_at	207072_at	0.325323
8943	AP3D1	206592_s_at	207072_at	0.325253
55014	STX17	226662_at	207072_at	0.324760
10797	MTHFD2	201761_at	207072_at	0.324744
54877	ZCCHC2	222816_s_at	207072_at	0.324316
221785	ZSCAN25	228138_at	207072_at	0.324182
9805	SCRN1	201462_at	207072_at	0.323798
23369	PUM2	201493_s_at	207072_at	0.323365
55274	PHF10	225048_at	207072_at	0.323293
538	ATP7A	205197_s_at	207072_at	0.323276
684	BST2	201641_at	207072_at	0.323091
23217	ZFR2	233064_at	207072_at	0.322918
6601	SMARCC2	201320_at	207072_at	0.322772
51564	HDAC7	217937_s_at	207072_at	0.322567
29092	LINC00339	219865_at	207072_at	0.322228
3490	IGFBP7	213910_at	207072_at	0.322147
6622	SNCA	204466_s_at	207072_at	0.322105
29761	USP25	220419_s_at	207072_at	0.321790
7355	SLC35A2	209326_at	207072_at	0.321693
170691	ADAMTS17	1552727_s_at	207072_at	0.321486
55466	DNAJA4	225061_at	207072_at	0.321453
5428	POLG	203366_at	207072_at	0.321127
2872	MKNK2	218205_s_at	207072_at	0.321106
9295	SRSF11	213742_at	207072_at	0.321091
7769	ZNF226	233461_x_at	207072_at	0.321044
100616282	MIR4738	211999_at	207072_at	0.320826
3020	H3F3A	211999_at	207072_at	0.320826
3021	H3F3B	211999_at	207072_at	0.320826
5144	PDE4D	210837_s_at	207072_at	0.320739
57553	MICAL3	212715_s_at	207072_at	0.320622
57102	C12orf4	222613_at	207072_at	0.320595
60481	ELOVL5	208788_at	207072_at	0.320173
114327	EFHC1	219833_s_at	207072_at	0.319975
1911	PHC1	225958_at	207072_at	0.319832
54581	SCAND2P	206021_at	207072_at	0.319663
57489	ODF2L	231909_x_at	207072_at	0.319628
130502	TTC32	226838_at	207072_at	0.319559
285527	FRYL	1554260_a_at	207072_at	0.318946
2940	GSTA3	222102_at	207072_at	0.318637
2801	GOLGA2	35436_at	207072_at	0.318534
9589	WTAP	227621_at	207072_at	0.318293
9139	CBFA2T2	238549_at	207072_at	0.318148
9112	MTA1	211783_s_at	207072_at	0.318108
55180	LINS	228348_at	207072_at	0.317947
158	ADSL	202144_s_at	207072_at	0.317054
10658	CELF1	235297_at	207072_at	0.316896
6773	STAT2	225636_at	207072_at	0.316798
22904	SBNO2	204166_at	207072_at	0.316732
51614	ERGIC3	215257_at	207072_at	0.316545
1131	CHRM3	1559634_at	207072_at	0.316352
79932	KIAA0319L	222468_at	207072_at	0.316337
100505501	LOC100505501	235171_at	207072_at	0.315711
9812	KIAA0141	201978_s_at	207072_at	0.315650
283070		226382_at	207072_at	0.315448
5928	RBBP4	239071_at	207072_at	0.315266
55102	ATG2B	226684_at	207072_at	0.315183
101929336		233781_s_at	207072_at	0.315134
55183	RIF1	233781_s_at	207072_at	0.315134
9857	CEP350	213956_at	207072_at	0.315087
54765	TRIM44	217759_at	207072_at	0.314830
9736	USP34	212065_s_at	207072_at	0.314795
8632	DNAH17	214229_at	207072_at	0.314257
23157	SEPT6	213666_at	207072_at	0.314032
80709	AKNA	1558565_at	207072_at	0.313915
84433	CARD11	223514_at	207072_at	0.313680
961	CD47	227259_at	207072_at	0.313634
2982	GUCY1A3	221942_s_at	207072_at	0.313533
29919	C18orf8	221190_s_at	207072_at	0.313517
7006	TEC	206301_at	207072_at	0.313461
57600	FNIP2	226460_at	207072_at	0.313212
55958	KLHL9	213117_at	207072_at	0.312974
1875	E2F5	221586_s_at	207072_at	0.312881
8477	GPR65	214467_at	207072_at	0.312420
55619	DOCK10	219279_at	207072_at	0.312196
9925	ZBTB5	203026_at	207072_at	0.312159
8242	KDM5C	202383_at	207072_at	0.312140
837	CASP4	209310_s_at	207072_at	0.312095
7039	TGFA	205016_at	207072_at	0.312082
23379	ICE1	209654_at	207072_at	0.312050
27244	SESN1	218346_s_at	207072_at	0.311806
55777	MBD5	227839_at	207072_at	0.311567
284307	ZIK1	235773_at	207072_at	0.311501
51655	RASD1	223467_at	207072_at	0.311411
79048	SECISBP2	224250_s_at	207072_at	0.311069
406948	MIR15A	1563229_at	207072_at	0.311038
3202	HOXA5	213844_at	207072_at	0.310977
54856	GON4L	218873_at	207072_at	0.310936
80336	PABPC1L	226670_s_at	207072_at	0.310927
57018	CCNL1	1555411_a_at	207072_at	0.310896
203429	FAM226A	242292_at	207072_at	0.310665
653687	FAM226B	242292_at	207072_at	0.310665
80821	DDHD1	225971_at	207072_at	0.310632
23295	MGRN1	212576_at	207072_at	0.310591
8332	HIST1H2AL	214554_at	207072_at	0.310227
10560	SLC19A2	209681_at	207072_at	0.310213
65109	UPF3B	218757_s_at	207072_at	0.310180
5981	RFC1	209085_x_at	207072_at	0.309949
54899	PXK	1552275_s_at	207072_at	0.309755
64943	NT5DC2	1556895_a_at	207072_at	0.309752
81844	TRIM56	231876_at	207072_at	0.309718
10838	ZNF275	225382_at	207072_at	0.309578
80095	ZNF606	219635_at	207072_at	0.309548
5160	PDHA1	1555864_s_at	207072_at	0.309506
375	ARF1	232175_at	207072_at	0.309323
148137	PROSER3	242640_at	207072_at	0.309267
5514	PPP1R10	201703_s_at	207072_at	0.309215
167153	PAPD4	225761_at	207072_at	0.309127
4735	SEPT2	200778_s_at	207072_at	0.309106
55762	ZNF701	236589_at	207072_at	0.309079
57194	ATP10A	214255_at	207072_at	0.308907
23085	ERC1	1563947_a_at	207072_at	0.308660
30014	SPANXA1	224032_x_at	207072_at	0.308611
728712	SPANXA2	224032_x_at	207072_at	0.308611
150962	PUS10	229362_at	207072_at	0.308432
3603	IL16	1555016_at	207072_at	0.308278
81929	SEH1L	221931_s_at	207072_at	0.308254
56262	LRRC8A	224624_at	207072_at	0.308130
79656	BEND5	219670_at	207072_at	0.308128
2194	FASN	212218_s_at	207072_at	0.307772
55904	KMT2E	223190_s_at	207072_at	0.307772
10181	RBM5	230742_at	207072_at	0.307671
102723692	LOC102723692	236190_at	207072_at	0.307597
3628	INPP1	202794_at	207072_at	0.307404
54407	SLC38A2	222982_x_at	207072_at	0.307368
23097	CDK19	212897_at	207072_at	0.307226
6672	SP100	202864_s_at	207072_at	0.307173
10902	BRD8	202227_s_at	207072_at	0.306863
64108	RTP4	219684_at	207072_at	0.306268
400541	LOC400541	1562568_at	207072_at	0.306257
23211	ZC3H4	213390_at	207072_at	0.306054
56252	YLPM1	212787_at	207072_at	0.305896
7673	ZNF222	206175_x_at	207072_at	0.305892
55744	COA1	232330_at	207072_at	0.305646
100507217	LINC01578	244443_at	207072_at	0.305599
23099	ZBTB43	231393_x_at	207072_at	0.305593
63971	KIF13A	220777_at	207072_at	0.305560
93517	SDR42E1	241356_at	207072_at	0.305552
85012	TCEAL3	227279_at	207072_at	0.305509
79663	HSPBAP1	219284_at	207072_at	0.305507
6780	STAU1	213037_x_at	207072_at	0.305448
57189	KIAA1147	223162_s_at	207072_at	0.305366
84904	ARHGEF39	231892_at	207072_at	0.305341
11020	IFT27	213784_at	207072_at	0.305256
9819	TSC22D2	215547_at	207072_at	0.305132
23764	MAFF	36711_at	207072_at	0.305063
3815	KIT	205051_s_at	207072_at	0.305011
9871	SEC24D	202375_at	207072_at	0.304226
8100	IFT88	204703_at	207072_at	0.304207
79960	JADE1	225816_at	207072_at	0.304138
23637	RABGAP1	213313_at	207072_at	0.304080
79142	PHF23	223081_at	207072_at	0.304060
4927	NUP88	214192_at	207072_at	0.303937
90826	PRMT9	228536_at	207072_at	0.303926
64764	CREB3L2	212345_s_at	207072_at	0.303506
10180	RBM6	201967_at	207072_at	0.303273
545	ATR	209903_s_at	207072_at	0.302487
10625	IVNS1ABP	206245_s_at	207072_at	0.302468
92249	LINC01278	212957_s_at	207072_at	0.302288
54149	C21orf91	220941_s_at	207072_at	0.301899
288	ANK3	206385_s_at	207072_at	0.301551
3735	KARS	200840_at	207072_at	0.301482
57212	TP73-AS1	213340_s_at	207072_at	0.301384
100289019	SLC25A25-AS1	1560089_at	207072_at	0.301363
146857	SLFN13	1558217_at	207072_at	0.301299
10125	RASGRP1	205590_at	207072_at	0.301287
57147	SCYL3	205607_s_at	207072_at	0.301148
7075	TIE1	204468_s_at	207072_at	0.301018
1981	EIF4G1	208625_s_at	207072_at	0.300866
28514	DLL1	224215_s_at	207072_at	0.300863
9694	EMC2	203584_at	207072_at	0.300847
90799	CEP95	225705_at	207072_at	0.300818
