entrez	target gene	target probe	source probe	Score
648740	ACTG1P4	228023_x_at	229101_at	0.019295
100505518	EDNRB-AS1	1568791_s_at	229295_at	0.019247
101060443	LOC101060443	229679_at	205707_at	0.019205
55679	LIMS2	220765_s_at	229295_at	0.019193
101928667	LOC101928667	242402_x_at	228685_at	0.019141
116984	ARAP2	242402_x_at	228685_at	0.019141
285498	RNF212	236454_at	229295_at	0.019140
8505	PARG	205060_at	228685_at	0.019074
8608	RDH16	206753_at	229101_at	0.019064
101928173	LOC101928173	236787_at	205707_at	0.019053
29935	RPA4	221143_at	228685_at	0.019015
51172	NAGPA	205090_s_at	229101_at	0.018990
89870	TRIM15	210885_s_at	205707_at	0.018984
4171	MCM2	202107_s_at	229101_at	0.018982
3190	HNRNPK	200775_s_at	229101_at	0.018948
26783	SNORA65	1558081_at	228685_at	0.018928
10650	SLMO1	206273_at	228685_at	0.018927
5251	PHEX	239229_at	205707_at	0.018892
8732	RNGTT	204207_s_at	229295_at	0.018891
140625	ACTRT2	237360_at	228685_at	0.018873
55215	FANCI	213007_at	228685_at	0.018857
150209	AIFM3	244084_at	205707_at	0.018832
8468	FKBP6	206763_at	205707_at	0.018831
327657	SERPINA9	1553499_s_at	229295_at	0.018826
80320	SP6	228975_at	205707_at	0.018826
85456	TNKS1BP1	224792_at	229295_at	0.018808
222826	FAM217A	237619_at	205707_at	0.018805
58489	ABHD17C	225436_at	205707_at	0.018725
5620	PRM2	210122_at	205707_at	0.018714
255758	TCTEX1D2	228606_at	228685_at	0.018660
100505576	LINC00672	238360_s_at	205707_at	0.018647
445341	TNAP	1555707_at	229101_at	0.018628
1786	DNMT1	201697_s_at	229295_at	0.018627
400752	LINC01144	1564697_a_at	205707_at	0.018587
100144748	KLLN	244431_at	229295_at	0.018576
101928968		1565585_at	229295_at	0.018437
51168	MYO15A	220288_at	228685_at	0.018407
7443	VRK1	203856_at	229101_at	0.018387
4284	MIP	220863_at	228685_at	0.018291
