entrez	target gene	target probe	source probe	Score
5052	PRDX1	208680_at	207334_s_at	0.237055
10231	RCAN2	203498_at	207334_s_at	0.236947
55101	ATP5SL	1557759_at	208944_at	0.236863
57519	STARD9	227108_at	208944_at	0.236849
51441	YTHDF2	217812_at	208944_at	0.236763
92815	HIST3H2A	221582_at	208944_at	0.236693
57463	AMIGO1	226718_at	208944_at	0.236675
54664	TMEM106B	218930_s_at	208944_at	0.236664
126017	ZNF813	217665_at	208944_at	0.236625
150221	RIMBP3C	230062_at	207334_s_at	0.236566
440804	RIMBP3B	230062_at	207334_s_at	0.236566
85376	RIMBP3	230062_at	207334_s_at	0.236566
79155	TNIP2	48531_at	207334_s_at	0.236495
1052	CEBPD	213006_at	208944_at	0.236457
81704	DOCK8	225502_at	208944_at	0.236428
6731	SRP72	208800_at	208944_at	0.236412
856	CATR1	211601_at	207334_s_at	0.236409
10494	STK25	201314_at	208944_at	0.236391
58527	ABRACL	223361_at	208944_at	0.236365
150684	COMMD1	226024_at	207334_s_at	0.236311
79627	OGFRL1	226810_at	208944_at	0.236283
55018	LINC00483	207259_at	207334_s_at	0.236265
6422	SFRP1	202035_s_at	207334_s_at	0.236260
26001	RNF167	212047_s_at	208944_at	0.236206
6480	ST6GAL1	201998_at	208944_at	0.236157
55691	FRMD4A	225163_at	207334_s_at	0.236044
23559	WBP1	223072_s_at	208944_at	0.236017
51073	MRPL4	223742_at	207334_s_at	0.236005
148479	PHF13	225005_at	208944_at	0.235993
79001	VKORC1	217949_s_at	208944_at	0.235981
5977	DPF2	202116_at	207334_s_at	0.235956
4706	NDUFAB1	202077_at	208944_at	0.235856
26148	C10orf12	226892_at	208944_at	0.235750
81577	GFOD2	221028_s_at	207334_s_at	0.235723
2738	GLI4	238364_x_at	207334_s_at	0.235719
81556	VWA9	221265_s_at	208944_at	0.235610
254100	SSSCA1-AS1	1557131_at	207334_s_at	0.235602
152992	TRMT44	220891_at	208944_at	0.235512
100532737	ATP6V1G2-DDX39B	200041_s_at	208944_at	0.235511
692199	SNORD84	200041_s_at	208944_at	0.235511
7919	DDX39B	200041_s_at	208944_at	0.235511
101928784	RORA-AS1	240163_at	208944_at	0.235471
375743	PTAR1	226110_at	208944_at	0.235469
3895	KTN1	214709_s_at	208944_at	0.235427
79901	CYBRD1	217889_s_at	208944_at	0.235373
64146	PDF	219575_s_at	208944_at	0.235305
1412	CRYBA2	220136_s_at	207334_s_at	0.235288
55644	OSGEP	209450_at	207334_s_at	0.235280
64981	MRPL34	221692_s_at	208944_at	0.235223
55014	STX17	228091_at	208944_at	0.235218
7917	BAG6	213318_s_at	208944_at	0.235162
4828	NMB	205204_at	208944_at	0.235078
80308	FLAD1	205661_s_at	208944_at	0.235078
94241	TP53INP1	225912_at	208944_at	0.235042
51603	METTL13	206468_s_at	207334_s_at	0.234975
400322	HERC2P2	217317_s_at	208944_at	0.234948
440248	HERC2P9	217317_s_at	208944_at	0.234948
339201	ASB16-AS1	1555981_at	208944_at	0.234878
3396	ICT1	204868_at	208944_at	0.234851
11274	USP18	219211_at	207334_s_at	0.234847
1622	DBI	211070_x_at	207334_s_at	0.234743
9941	EXOG	206902_s_at	208944_at	0.234696
10329	TMEM5	204808_s_at	208944_at	0.234670
