entrez	target gene	target probe	source probe	Score
140834	C20orf62	233584_at	206618_at	0.347003
9656	MDC1	203062_s_at	206618_at	0.346922
26769	SNORD81	228238_at	206618_at	0.346880
26770	SNORD79	228238_at	206618_at	0.346880
26774	SNORD80	228238_at	206618_at	0.346880
26802	SNORD47	228238_at	206618_at	0.346880
26806	SNORD44	228238_at	206618_at	0.346880
60674	GAS5	228238_at	206618_at	0.346880
619498	SNORD74	228238_at	206618_at	0.346880
692196	SNORD76	228238_at	206618_at	0.346880
692197	SNORD77	228238_at	206618_at	0.346880
57492	ARID1B	225181_at	206618_at	0.346828
6780	STAU1	208948_s_at	206618_at	0.346729
84067	FAM160A2	223637_s_at	206618_at	0.346666
9188	DDX21	208152_s_at	206618_at	0.346584
197131	UBR1	226921_at	206618_at	0.346260
3601	IL15RA	207375_s_at	206618_at	0.346216
81611	ANP32E	221505_at	206618_at	0.346002
55676	SLC30A6	243643_x_at	206618_at	0.345928
23379	ICE1	209654_at	206618_at	0.345912
7917	BAG6	213318_s_at	206618_at	0.345762
55744	COA1	206497_at	206618_at	0.345548
114804	RNF157	1569775_at	206618_at	0.345416
6018	RLF	204243_at	206618_at	0.344718
51111	SUV420H1	222759_at	206618_at	0.344574
412	STS	203767_s_at	206618_at	0.344504
6867	TACC1	217433_at	206618_at	0.344470
11275	KLHL2	219157_at	206618_at	0.344317
23512	SUZ12	212287_at	206618_at	0.344252
51322	WAC	217742_s_at	206618_at	0.343723
11154	AP4S1	235647_at	206618_at	0.343607
372	ARCN1	201176_s_at	206618_at	0.343562
6731	SRP72	208802_at	206618_at	0.343519
10270	AKAP8	203847_s_at	206618_at	0.342605
27125	AFF4	232864_s_at	206618_at	0.342556
2857	GPR34	223620_at	206618_at	0.342528
29123	ANKRD11	238538_at	206618_at	0.342464
119032	C10orf32	225334_at	206618_at	0.342301
2194	FASN	212218_s_at	206618_at	0.342247
55056	FLJ10038	205511_at	206618_at	0.342191
51808	PHAX	235767_x_at	206618_at	0.342069
102465472	MIR6787	202856_s_at	206618_at	0.342002
9123	SLC16A3	202856_s_at	206618_at	0.342002
57189	KIAA1147	223162_s_at	206618_at	0.341986
153830	RNF145	226077_at	206618_at	0.341853
55900	ZNF302	218490_s_at	206618_at	0.341827
81873	ARPC5L	220966_x_at	206618_at	0.341742
57823	SLAMF7	234306_s_at	206618_at	0.341602
114294	LACTB	226354_at	206618_at	0.341479
7320	UBE2B	202333_s_at	206618_at	0.341395
10015	PDCD6IP	217746_s_at	206618_at	0.341250
202018	TAPT1	226735_at	206618_at	0.341188
9728	SECISBP2L	212450_at	206618_at	0.341017
5094	PCBP2	204031_s_at	206618_at	0.340787
23531	MMD	203414_at	206618_at	0.340769
56829	ZC3HAV1	220104_at	206618_at	0.340725
414918	DENND6B	220713_at	206618_at	0.340682
117145	THEM4	1553118_at	206618_at	0.340643
100190939	TPT1-AS1	227709_at	206618_at	0.340497
9538	EI24	208289_s_at	206618_at	0.340484
23390	ZDHHC17	212982_at	206618_at	0.340445
84629	TNRC18	226691_at	206618_at	0.340436
3840	KPNA4	225268_at	206618_at	0.340421
200424	TET3	1554641_a_at	206618_at	0.340370
10769	PLK2	201939_at	206618_at	0.340322
1523	CUX1	225935_at	206618_at	0.340022
2549	GAB1	1557030_at	206618_at	0.340017
101928417	LOC101928417	1562857_at	206618_at	0.339999
9584	RBM39	207941_s_at	206618_at	0.339923
84460	ZMAT1	226344_at	206618_at	0.339724
164312	LRRN4	1553169_at	206618_at	0.339352
59274	MESDC1	223264_at	206618_at	0.339100
10985	GCN1L1	212139_at	206618_at	0.338627
57612	ERV3-2	222139_at	206618_at	0.338418
80145	THOC7	218334_at	206618_at	0.338377
27148	STK36	226166_x_at	206618_at	0.338031
7494	XBP1	200670_at	206618_at	0.337995
55106	SLFN12	219885_at	206618_at	0.337914
10363	HMG20A	218152_at	206618_at	0.337884
284695	ZNF326	236196_at	206618_at	0.337828
254173	TTLL10	236418_at	206618_at	0.337646
9673	SLC25A44	32091_at	206618_at	0.337575
6925	TCF4	212385_at	206618_at	0.337569
147687	ZNF417	1558251_a_at	206618_at	0.337289
84914	ZNF587	1558251_a_at	206618_at	0.337289
7075	TIE1	204468_s_at	206618_at	0.337224
81929	SEH1L	221931_s_at	206618_at	0.337062
50508	NOX3	221089_at	206618_at	0.337043
23167	EFR3A	212149_at	206618_at	0.336976
57534	MIB1	224720_at	206618_at	0.336964
23283	CSTF2T	212905_at	206618_at	0.336185
10483	SEC23B	210293_s_at	206618_at	0.336143
9698	PUM1	201165_s_at	206618_at	0.335909
9917	FAM20B	202915_s_at	206618_at	0.335822
64112	MOAP1	212508_at	206618_at	0.335741
102465133	MIR6125	210681_s_at	206618_at	0.335663
9958	USP15	210681_s_at	206618_at	0.335663
10427	SEC24B	202798_at	206618_at	0.335654
9805	SCRN1	201462_at	206618_at	0.335603
57553	MICAL3	212715_s_at	206618_at	0.335489
9919	SEC16A	215696_s_at	206618_at	0.335213
663	BNIP2	209308_s_at	206618_at	0.334832
56905	C15orf39	215087_at	206618_at	0.334807
